Locus_Tag,Recovery_6hours_vs_naive_ratio,Recovery_6hours_vs_naive_FDR,Recovery_6hours_vs_naive_significance,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_significance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_6hours_significance,Recovery_15hours_vs_initial_encounter_significance,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_RefSeq,Genbank_RefSeq_protein_id,Genbank_RefSeq_product,Genbank_RefSeq_EC,Genbank,Genbank_protein_id,Genbank_product,Genbank_EC,Prokka_id,Prokka_product,Prokka_gene_name,Prokka_EC,PATRIC_id,PATRIC_product,PATRIC_EC,PATRIC_class,Seed_id,Seed_product,Seed_EC,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Uniprot_id,Uniprot_product,Uniprot_gene_name,Uniprot_EC,Uniprot_GO_IDs,Uniprot_GO_names,Uniprot_subcellular_location ,Uniprot_Transmembrane,Locus_Tag,,Locus Tag,Recovery15_vs_initial_ratio,Recovery15_vs_initial_FDR,Recovery15_vs_initial_call
APY09_09435,0.65,4.38E-02,increased,-0.31,3.13E-01,no,0.00,9.97E-01,no,-0.30,3.43E-01,no,0.30,6.10E-01,no,-0.01,9.75E-01,no,APY09_09435,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09430,GI:983399058,WP_060567568.1,hypothetical protein,,GI:960428311,KSW10218.1,hypothetical protein,,XH001_01913,hypothetical protein,,,,,,,SEED:fig|1660.5.peg.1818,hypothetical protein,,methyltransferase activity,,,,,,,,S: Function Unknown ,,A0A0V8RQK6,Uncharacterized protein,,,,,,,APY09_09435,,APY09_09435,-0.01036211,0.97458028,unchanged
APY09_09440,0.92,4.32E-03,increased,0.44,1.45E-01,no,-0.09,9.97E-01,no,0.35,2.50E-01,no,0.53,2.44E-01,no,0.97,2.37E-03,recovery,APY09_09440,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09435,,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APY09_09440,,APY09_09440,0.96882527,0.002365342,up
APY09_09445,1.32,5.68E-04,increased,0.42,2.11E-01,no,-0.16,9.97E-01,no,0.26,4.60E-01,no,0.33,6.05E-01,no,0.74,2.90E-02,recovery,APY09_09445,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09440,GI:983399059,WP_060567569.1,hypothetical protein,,GI:960428312,KSW10219.1,hypothetical protein,,XH001_01915,hypothetical protein,,,fig|1660.4.peg.1923,,,,SEED:fig|1660.5.peg.1819,hypothetical protein,,,,,,,,,,,,A0A0V8RQA2,Uncharacterized protein,,,,,,,APY09_09445,,APY09_09445,0.744635011,0.028996171,up
APY09_09450,1.42,3.45E-04,increased,0.18,6.07E-01,no,0.12,9.97E-01,no,0.30,3.93E-01,no,0.44,4.48E-01,no,0.63,6.41E-02,no,APY09_09450,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09445,GI:983399060,WP_060567570.1,hypothetical protein,,GI:960428313,KSW10220.1,hypothetical protein,,XH001_01916,hypothetical protein,,,fig|1660.4.peg.1924,,,,SEED:fig|1660.5.peg.1820,hypothetical protein,,,,,,,,,,,,A0A0V8RPZ3,Uncharacterized protein,,,,,,,APY09_09450,,APY09_09450,0.631729873,0.064106526,unchanged
APY09_09455,1.32,2.57E-04,increased,0.33,2.89E-01,no,-0.10,9.97E-01,no,0.23,4.71E-01,no,0.31,5.88E-01,no,0.65,3.86E-02,recovery,APY09_09455,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09450,GI:983399061,WP_060567571.1,hypothetical protein,,GI:960428314,KSW10221.1,hypothetical protein,,XH001_01917,hypothetical protein,,,fig|1660.4.peg.1925,,,,SEED:fig|1660.5.peg.1821,hypothetical protein,,,,,,,,,,,,A0A0V8RQK4,Uncharacterized protein,,,,,,,APY09_09455,,APY09_09455,0.64627002,0.038614354,up
APY09_09460,1.30,1.68E-03,increased,0.62,1.03E-01,no,0.43,9.97E-01,no,1.04,6.84E-03,recovery,0.38,5.88E-01,no,1.00,1.03E-02,recovery,APY09_09460,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09455,GI:983399062,WP_060567572.1,hypothetical protein,,GI:960428315,KSW10222.1,hypothetical protein,,XH001_01918,hypothetical protein,,,fig|1660.4.peg.1926,,,,SEED:fig|1660.5.peg.1822,hypothetical protein,,,,,,,,,,,,A0A0V8RQH3,Uncharacterized protein,,,,,,,APY09_09460,,APY09_09460,1.001797931,0.010262201,up
APY09_09465,1.69,3.00E-05,increased,0.72,2.90E-02,increased,0.11,9.97E-01,no,0.82,1.34E-02,recovery,0.41,4.48E-01,no,1.13,1.33E-03,recovery,APY09_09465,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09460,GI:983399063,WP_060567573.1,hypothetical protein,,GI:960428316,KSW10223.1,hypothetical protein,,XH001_01919,hypothetical protein,,,fig|1660.4.peg.1927,,,,SEED:fig|1660.5.peg.1823,hypothetical protein,,,,,,,,,,,,A0A0V8RQH8,Uncharacterized protein,,,,,,,APY09_09465,,APY09_09465,1.126107448,0.001326156,up
APY09_09470,1.54,2.10E-05,increased,0.41,1.53E-01,no,0.21,9.97E-01,no,0.62,2.91E-02,recovery,0.34,4.87E-01,no,0.75,1.08E-02,recovery,APY09_09470,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09465,GI:983399064,WP_060567574.1,hypothetical protein,,GI:960428317,KSW10224.1,hypothetical protein,,XH001_01920,hypothetical protein,,,fig|1660.4.peg.1928,,,,SEED:fig|1660.5.peg.1824,hypothetical protein,,,,,,,,,,,,A0A0V8RQ57,Uncharacterized protein,,,GO:0007155; GO:0016021,integral component of membrane [GO:0016021]; cell adhesion [GO:0007155],,"TRANSMEM 379..401;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_09470,,APY09_09470,0.747727582,0.010826481,up
APY09_09475,1.67,6.56E-04,increased,0.66,1.22E-01,no,0.07,9.97E-01,no,0.73,8.72E-02,no,0.35,6.57E-01,no,1.02,1.99E-02,recovery,APY09_09475,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09470,GI:983399065,WP_060567575.1,hypothetical protein,,GI:960428318,KSW10225.1,hypothetical protein,,XH001_01921,hypothetical protein,,,fig|1660.4.peg.1929,,,,SEED:fig|1660.5.peg.1825,hypothetical protein,,,,,,,,,,,,A0A0V8RQD6,Uncharacterized protein,,,,,,,APY09_09475,,APY09_09475,1.019531911,0.019861627,up
APY09_09480,1.10,1.33E-03,increased,0.67,3.53E-02,increased,0.20,9.97E-01,no,0.87,7.08E-03,recovery,0.40,4.48E-01,no,1.08,1.44E-03,recovery,APY09_09480,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09475,GI:983399066,WP_060567576.1,hypothetical protein,,GI:960428319,KSW10226.1,hypothetical protein,,XH001_01922,hypothetical protein,,,fig|1660.4.peg.1930,,,,SEED:fig|1660.5.peg.1826,hypothetical protein,,,,,,,,,,,,A0A0V8RPY1,Uncharacterized protein,,,,,,,APY09_09480,,APY09_09480,1.076829185,0.00143897,up
APY09_09485,1.15,1.92E-02,increased,1.42,4.80E-03,increased,0.24,9.97E-01,no,1.67,1.20E-03,recovery,0.15,9.06E-01,no,1.58,2.37E-03,recovery,APY09_09485,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09480,GI:983399067,WP_060567577.1,hypothetical protein,,GI:960428320,KSW10227.1,hypothetical protein,,XH001_01923,hypothetical protein,,,fig|1660.4.peg.1931,,,,SEED:fig|1660.5.peg.1827,hypothetical protein,,,,,,,,,,,,A0A0V8RQF6,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 42..61;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_09485,,APY09_09485,1.579670316,0.002370404,up
APY09_09490,-0.42,2.67E-01,no,0.71,7.55E-02,no,0.07,9.97E-01,no,0.79,4.97E-02,recovery,0.07,9.55E-01,no,0.77,5.74E-02,no,APY09_09490,reverse,DNA-binding protein,,K: Transcription ,,APY09_RS09485,GI:983399068,WP_060567578.1,DNA-binding protein,,GI:960428321,KSW10228.1,hypothetical protein,,XH001_01924,Helix-turn-helix domain protein,,,fig|1660.4.peg.1932,,,,SEED:fig|1660.5.peg.1828,hypothetical protein,,,,,,,,,,,,A0A0V8RQF5,HTH_17 domain-containing protein,,,,,,,APY09_09490,,APY09_09490,0.774897301,0.057424187,unchanged
APY09_09495,-0.39,2.30E-01,no,0.85,1.52E-02,increased,0.04,9.97E-01,no,0.89,1.13E-02,recovery,0.02,9.92E-01,no,0.87,1.46E-02,recovery,APY09_09495,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09490,GI:983399069,WP_060567579.1,hypothetical protein,,GI:960428322,KSW10229.1,hypothetical protein,,XH001_01925,hypothetical protein,,,fig|1660.4.peg.1933,,,,SEED:fig|1660.5.peg.1829,hypothetical protein,,,,,,,,,,,,A0A0V8RQP3,Uncharacterized protein,,,,,,,APY09_09495,,APY09_09495,0.870126517,0.014570822,up
APY09_09500,0.04,9.06E-01,no,0.76,1.95E-02,increased,0.05,9.97E-01,no,0.80,1.34E-02,recovery,0.11,8.90E-01,no,0.86,9.46E-03,recovery,APY09_09500,reverse,transcriptional regulator,,K: Transcription ,,APY09_RS09495,GI:983399070,WP_060567580.1,transcriptional regulator,,GI:960428323,KSW10230.1,hypothetical protein,,XH001_01926,Helix-turn-helix domain protein,,,fig|1660.4.peg.1934,,,,SEED:fig|1660.5.peg.1830,hypothetical protein,,,,,,,,,,,,A0A0V8RQD4,HTH cro/C1-type domain-containing protein,,,GO:0003677,DNA binding [GO:0003677],,,APY09_09500,,APY09_09500,0.862371343,0.009457145,up
APY09_09505,0.12,9.06E-01,no,-0.19,8.43E-01,no,0.28,9.97E-01,no,0.08,9.34E-01,no,0.36,8.83E-01,no,0.16,8.79E-01,no,APY09_09505,forward,transcriptional regulator,,K: Transcription ,,APY09_RS09500,GI:983399071,WP_060567581.1,transcriptional regulator,,GI:960428324,KSW10231.1,hypothetical protein,,XH001_01927,helix-turn-helix protein,,,fig|1660.4.peg.1935,,,,SEED:fig|1660.5.peg.1831,hypothetical protein,,,,,,,,,,,,A0A0V8RPW3,HTH cro/C1-type domain-containing protein,,,GO:0003677,DNA binding [GO:0003677],,,APY09_09505,,APY09_09505,0.15879025,0.878786791,unchanged
APY09_09510,0.25,2.04E-01,no,-0.09,6.62E-01,no,0.12,9.97E-01,no,0.03,8.77E-01,no,-0.03,9.63E-01,no,-0.12,5.62E-01,no,APY09_09510,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS09505,GI:983399072,WP_060567582.1,hypothetical protein,,GI:960428325,KSW10232.1,hypothetical protein,,XH001_01928,hypothetical protein,,,fig|1660.4.peg.1936,,,,SEED:fig|1660.5.peg.1832,hypothetical protein,,,,,,,,,,,,A0A0V8RQQ5,Uncharacterized protein,,,,,,,APY09_09510,,APY09_09510,-0.119378191,0.562003955,unchanged
APY09_09515,0.59,3.06E-02,increased,-0.41,1.11E-01,no,0.24,9.97E-01,no,-0.17,5.23E-01,no,0.48,2.36E-01,no,0.07,8.02E-01,no,APY09_09515,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09510,GI:983399052,WP_060567562.1,hypothetical protein,,GI:960428326,KSW10233.1,hypothetical protein,,XH001_01929,hypothetical protein,,,fig|1660.4.peg.1937,,,,SEED:fig|1660.5.peg.1833,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09515,,APY09_09515,0.070646873,0.801795986,unchanged
APY09_09520,0.74,5.17E-03,increased,-0.32,1.89E-01,no,0.37,9.97E-01,no,0.06,8.18E-01,no,0.67,6.99E-02,no,0.34,1.53E-01,no,APY09_09520,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09515,GI:983399053,WP_060567563.1,hypothetical protein,,GI:960428327,KSW10234.1,hypothetical protein,,XH001_01930,hypothetical protein,,,fig|1660.4.peg.1938,,,,SEED:fig|1660.5.peg.1834,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09520,,APY09_09520,0.343635147,0.152776175,unchanged
APY09_09525,0.70,5.77E-03,increased,0.10,6.86E-01,no,0.14,9.97E-01,no,0.24,3.15E-01,no,0.32,4.19E-01,no,0.42,8.23E-02,no,APY09_09525,reverse,single-stranded DNA-binding protein,K03111,L: Replication and repair ,,APY09_RS09520,GI:983399054,WP_060567564.1,single-stranded DNA-binding protein,,GI:960428328,KSW10235.1,single-stranded DNA-binding protein,,XH001_01931,Single-stranded DNA-binding protein,ssb_3,,fig|1660.4.peg.1939,Single-stranded DNA-binding protein,,DNA Processing,SEED:fig|1660.5.peg.1835,Single-stranded DNA-binding protein,,Single-stranded DNA-binding protein,ssb,,K03111,"ko03030,ko03430,ko03440,",,,,L: Replication and repair ,"GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071944,GO:0097159,GO:1901363",,,,,,,,,APY09_09525,,APY09_09525,0.417951434,0.082345399,unchanged
APY09_09530,0.56,8.38E-02,no,-0.41,1.81E-01,no,0.29,9.97E-01,no,-0.13,6.99E-01,no,0.66,1.65E-01,no,0.24,4.43E-01,no,APY09_09530,reverse,hypothetical protein,K01160,L: Replication and repair ,,APY09_RS09525,GI:983399055,WP_060567565.1,hypothetical protein,,GI:960428329,KSW10236.1,hypothetical protein,,XH001_01932,hypothetical protein,,,fig|1660.4.peg.1940,,,,SEED:fig|1660.5.peg.1836,Phage protein,,crossover junction endodeoxyribonuclease activity,rusA,3.1.22.4,K01160,,,,,L: Replication and repair ,"GO:0000217,GO:0000400,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005488,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008821,GO:0009987,GO:0016787,GO:0016788,GO:0016889,GO:0016894,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:0140097,GO:1901360,GO:1901363",,,,,,,,,APY09_09530,,APY09_09530,0.242619642,0.442587814,unchanged
APY09_09535,0.48,1.07E-01,no,-0.31,2.75E-01,no,0.17,9.97E-01,no,-0.14,6.29E-01,no,0.66,1.28E-01,no,0.35,2.18E-01,no,APY09_09535,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09530,GI:983399056,WP_060567566.1,hypothetical protein,,GI:960428330,KSW10237.1,hypothetical protein,,XH001_01933,hypothetical protein,,,fig|1660.4.peg.1941,,,,SEED:fig|1660.5.peg.1837,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09535,,APY09_09535,0.349173511,0.218055652,unchanged
APY09_09540,0.40,2.58E-01,no,-0.05,8.80E-01,no,0.41,9.97E-01,no,0.36,2.90E-01,no,0.61,2.38E-01,no,0.56,9.59E-02,no,APY09_09540,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09535,GI:983399057,WP_060567567.1,hypothetical protein,,GI:960428331,KSW10238.1,hypothetical protein,,XH001_01934,hypothetical protein,,,fig|1660.4.peg.1942,DNA-cytosine methyltransferase (EC 2.1.1.37),2.1.1.37,,SEED:fig|1660.5.peg.1838,DNA-cytosine methyltransferase (EC 2.1.1.37),2.1.1.37,methyltransferase activity,,,,,,,,S: Function Unknown ,,,,,,,,,,APY09_09540,,APY09_09540,0.558792416,0.095923331,unchanged
APY09_09545,0.68,3.28E-02,increased,-0.34,2.60E-01,no,0.15,9.97E-01,no,-0.18,5.65E-01,no,0.24,6.84E-01,no,-0.10,7.56E-01,no,APY09_09545,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09540,GI:983399058,WP_060567568.1,hypothetical protein,,GI:960428332,KSW10239.1,hypothetical protein,,XH001_01935,hypothetical protein,,,,,,,SEED:fig|1660.5.peg.1839,hypothetical protein,,methyltransferase activity,,,,,,,,S: Function Unknown ,,,,,,,,,,APY09_09545,,APY09_09545,-0.103286412,0.755935204,unchanged
APY09_09550,0.72,1.15E-02,increased,-0.05,8.63E-01,no,0.18,9.97E-01,no,0.14,6.29E-01,no,0.41,3.47E-01,no,0.36,1.79E-01,no,APY09_09550,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09545,,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APY09_09550,,APY09_09550,0.363652491,0.179308556,unchanged
APY09_09555,1.21,7.31E-04,increased,-0.07,8.40E-01,no,0.22,9.97E-01,no,0.15,6.37E-01,no,0.35,5.44E-01,no,0.29,3.62E-01,no,APY09_09555,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09550,GI:983399059,WP_060567569.1,hypothetical protein,,GI:960428333,KSW10240.1,hypothetical protein,,XH001_01937,hypothetical protein,,,fig|1660.4.peg.1944,,,,SEED:fig|1660.5.peg.1840,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09555,,APY09_09555,0.29043397,0.362105933,unchanged
APY09_09560,1.21,1.10E-03,increased,0.27,4.29E-01,no,0.16,9.97E-01,no,0.44,1.84E-01,no,0.48,3.81E-01,no,0.75,2.47E-02,recovery,APY09_09560,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09555,GI:983399060,WP_060567570.1,hypothetical protein,,GI:960428334,KSW10241.1,hypothetical protein,,XH001_01938,hypothetical protein,,,fig|1660.4.peg.1945,,,,SEED:fig|1660.5.peg.1841,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09560,,APY09_09560,0.750687996,0.02470839,up
APY09_09565,0.94,2.29E-03,increased,0.49,8.94E-02,no,0.07,9.97E-01,no,0.56,5.23E-02,no,0.30,5.68E-01,no,0.78,8.42E-03,recovery,APY09_09565,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09560,GI:983399061,WP_060567571.1,hypothetical protein,,GI:960428335,KSW10242.1,hypothetical protein,,XH001_01939,hypothetical protein,,,fig|1660.4.peg.1946,,,,SEED:fig|1660.5.peg.1842,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09565,,APY09_09565,0.782374226,0.008421208,up
APY09_09570,1.08,9.19E-04,increased,0.44,1.31E-01,no,0.38,9.97E-01,no,0.81,7.15E-03,recovery,0.60,1.63E-01,no,1.03,1.05E-03,recovery,APY09_09570,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09565,GI:983399062,WP_060567572.1,hypothetical protein,,GI:960428336,KSW10243.1,hypothetical protein,,XH001_01940,hypothetical protein,,,fig|1660.4.peg.1947,,,,SEED:fig|1660.5.peg.1843,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09570,,APY09_09570,1.034302777,0.001047611,up
APY09_09575,1.43,8.32E-05,increased,0.57,6.18E-02,no,0.28,9.97E-01,no,0.84,6.57E-03,recovery,0.50,2.93E-01,no,1.07,1.05E-03,recovery,APY09_09575,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09570,GI:983399063,WP_060567573.1,hypothetical protein,,GI:960428337,KSW10244.1,hypothetical protein,,XH001_01941,hypothetical protein,,,fig|1660.4.peg.1948,,,,SEED:fig|1660.5.peg.1844,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09575,,APY09_09575,1.069596308,0.001047232,up
APY09_09580,1.43,7.88E-05,increased,0.37,2.09E-01,no,0.04,9.97E-01,no,0.42,1.54E-01,no,0.38,4.47E-01,no,0.75,1.34E-02,recovery,APY09_09580,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09575,GI:983399064,WP_060567574.1,hypothetical protein,,GI:960428338,KSW10245.1,hypothetical protein,,XH001_01942,hypothetical protein,,,fig|1660.4.peg.1949,,,,SEED:fig|1660.5.peg.1845,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09580,,APY09_09580,0.748162148,0.013414574,up
APY09_09585,1.50,6.59E-04,increased,0.71,6.74E-02,no,0.26,9.97E-01,no,0.97,1.39E-02,recovery,0.43,5.30E-01,no,1.14,4.95E-03,recovery,APY09_09585,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09580,GI:983399065,WP_060567575.1,hypothetical protein,,GI:960428339,KSW10246.1,hypothetical protein,,XH001_01943,hypothetical protein,,,fig|1660.4.peg.1950,,,,SEED:fig|1660.5.peg.1846,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09585,,APY09_09585,1.141087713,0.004953799,up
APY09_09590,1.18,1.70E-04,increased,1.01,7.77E-04,increased,0.17,9.97E-01,no,1.17,1.51E-04,recovery,0.26,6.10E-01,no,1.27,8.06E-05,recovery,APY09_09590,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09585,GI:983399066,WP_060567576.1,hypothetical protein,,GI:960428340,KSW10247.1,hypothetical protein,,XH001_01944,hypothetical protein,,,fig|1660.4.peg.1951,,,,SEED:fig|1660.5.peg.1847,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09590,,APY09_09590,1.268696222,8.06234E-05,up
APY09_09595,1.13,1.14E-02,increased,1.45,1.67E-03,increased,0.36,9.97E-01,no,1.79,1.86E-04,recovery,0.22,8.18E-01,no,1.68,4.92E-04,recovery,APY09_09595,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09590,GI:983399067,WP_060567577.1,hypothetical protein,,GI:960428341,KSW10248.1,hypothetical protein,,XH001_01945,hypothetical protein,,,fig|1660.4.peg.1952,,,,SEED:fig|1660.5.peg.1848,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09595,,APY09_09595,1.678666144,0.000492204,up
APY09_09600,-0.27,5.16E-01,no,0.88,4.00E-02,increased,-0.11,9.97E-01,no,0.77,7.05E-02,no,-0.07,9.54E-01,no,0.80,6.70E-02,no,APY09_09600,reverse,DNA-binding protein,,K: Transcription ,,APY09_RS09595,GI:983399068,WP_060567578.1,DNA-binding protein,,GI:960428342,KSW10249.1,hypothetical protein,,XH001_01946,Helix-turn-helix domain protein,,,fig|1660.4.peg.1953,,,,SEED:fig|1660.5.peg.1849,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09600,,APY09_09600,0.795366673,0.0669722,unchanged
APY09_09605,-0.40,2.44E-01,no,0.83,2.18E-02,increased,0.00,9.98E-01,no,0.83,2.21E-02,recovery,0.07,9.43E-01,no,0.90,1.57E-02,recovery,APY09_09605,reverse,hypothetical protein,,S: Function Unknown ,,APY09_RS09600,GI:983399069,WP_060567579.1,hypothetical protein,,GI:960428343,KSW10250.1,hypothetical protein,,XH001_01947,hypothetical protein,,,fig|1660.4.peg.1954,,,,SEED:fig|1660.5.peg.1850,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09605,,APY09_09605,0.898254519,0.015653202,up
APY09_09610,-0.03,9.22E-01,no,0.74,2.91E-02,increased,0.19,9.97E-01,no,0.93,6.92E-03,recovery,0.26,6.67E-01,no,1.00,4.59E-03,recovery,APY09_09610,reverse,transcriptional regulator,,K: Transcription ,,APY09_RS09605,GI:983399070,WP_060567580.1,transcriptional regulator,,GI:960428344,KSW10251.1,hypothetical protein,,XH001_01948,Helix-turn-helix domain protein,,,fig|1660.4.peg.1955,,,,SEED:fig|1660.5.peg.1851,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09610,,APY09_09610,0.997820761,0.004590452,up
APY09_09615,-0.02,9.67E-01,no,-0.13,7.28E-01,no,0.23,9.97E-01,no,0.10,7.89E-01,no,0.10,9.19E-01,no,-0.04,9.28E-01,no,APY09_09615,forward,transcriptional regulator,,K: Transcription ,,APY09_RS09610,GI:983399071,WP_060567581.1,transcriptional regulator,,GI:960428345,KSW10252.1,hypothetical protein,,XH001_01949,helix-turn-helix protein,,,fig|1660.4.peg.1956,,,,SEED:fig|1660.5.peg.1852,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09615,,APY09_09615,-0.036195047,0.92783456,unchanged
APY09_09620,0.15,4.04E-01,no,-0.15,3.89E-01,no,0.12,9.97E-01,no,-0.03,8.59E-01,no,0.05,9.14E-01,no,-0.10,5.83E-01,no,APY09_09620,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS09615,GI:983399072,WP_060567582.1,hypothetical protein,,GI:960428346,KSW10253.1,hypothetical protein,,XH001_01950,hypothetical protein,,,fig|1660.4.peg.1957,,,,SEED:fig|1660.5.peg.1853,hypothetical protein,,,,,,,,,,,,,,,,,,,,APY09_09620,,APY09_09620,-0.101370769,0.582800618,unchanged
APY09_09625,-0.49,1.23E-01,no,0.13,6.95E-01,no,0.45,9.97E-01,no,0.58,7.04E-02,no,0.71,1.38E-01,no,0.84,1.08E-02,recovery,APY09_09625,forward,restriction endonuclease,K07504,S: Function Unknown ,,APY09_RS09620,GI:983399132,WP_060567642.1,restriction endonuclease,,GI:960428414,KSW10321.1,restriction endonuclease,,XH001_01951,hypothetical protein,,,fig|1660.4.peg.1958,,,,SEED:fig|1660.5.peg.1854,Prophage Lp2 protein 6,,Type I restriction enzyme R protein N terminus (HSDR_N),,,K07504,,,,,S: Function Unknown ,,A0A0V8RQP0,Restriction endonuclease,,,GO:0004519,endonuclease activity [GO:0004519],,,APY09_09625,,APY09_09625,0.836642457,0.010766666,up
APY09_09630,-0.06,7.69E-01,no,0.41,2.80E-02,no,0.13,9.97E-01,no,0.54,5.37E-03,recovery,0.13,7.28E-01,no,0.54,6.20E-03,recovery,APY09_09630,forward,pyridine nucleotide-disulfide oxidoreductase,K04085,P: Inorganic ion transport and metabolism ,,APY09_RS09625,GI:983399073,WP_060567583.1,pyridine nucleotide-disulfide oxidoreductase,,GI:960428347,KSW10254.1,pyridine nucleotide-disulfide oxidoreductase,,XH001_01952,Coenzyme A disulfide reductase,cdr,1.8.1.14,fig|1660.4.peg.1959,,,,SEED:fig|1660.5.peg.1855,Putative pyridine nucleotide-disulphide oxidoreductase,,Pyridine nucleotide-disulfide oxidoreductase,cdr,,K04085,"ko04122,",,,,P: Inorganic ion transport and metabolism ,,A0A0V8RQE6,Pyridine nucleotide-disulfide oxidoreductase,,,GO:0005623; GO:0016491; GO:0045454; GO:0050660,cell [GO:0005623]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]; cell redox homeostasis [GO:0045454],,,APY09_09630,,APY09_09630,0.535811161,0.006196876,up
